positivo|Me gusta programar en Java :*
positivo|Java es mi mejor amigo
positivo|@rukko Estooooy muy feliz!! +1 #aprendiendo #java
positivo|@rukko Estooooy muy feliz!! +1 #jugando #ajedrez
positivo|@kbza ¡Estoy feeeeeeliz y contento! :-)
positivo|Somos campeones!!! Brillante victoria!! Ganamos... 1250 likes
positivo|Yo amo este carro :*
positivo|El paisaje es increíble :)
positivo|Estudiar un doctorado es emocionante lol
positivo|Me siento muy bien este día xD
positivo|Estoy emocionado por el viaje xoxo
positivo|El es mi mejor amigo +1
negativo|horribleeee 123 no me gusta
positivo|horribleeee programar en Java no me gusta
positivo|Afirma @mx que la Ley #3de3 es positiva
positivo|Buenas noches :-)  Acá son las 5:45 am
positivo|Ya termine de jugar ajedreeeeeeeeeeeez!!!
positivo|Ya termine de programar en Java!!!
positivo|Ya termine de programar en Python!!!
positivo|Programando el PROYECTO, análisis de sentimiento en python.
positivo|Programando el tutor Java Sensei, trabajando con Java y Python.
positivo|Java es un buen lenguaje de programación para aprender POO.
negativo|El calor es insoportable :-( wtf
negativo|Es un día decepcionante. En 8 horas de trabajo todo me salio mal :-( xp
negativo|Fue un día decepcionante. En 8 horas de programar en Java todo me salio mal :-( xp
negativo|La presentación del proyecto Python fue un desastre...me duele la cabeza.
negativo|La presentación fue un desastre...me duele la cabeza.
negativo|Me duele la espalda y tu tienes la culpa.
negativo|Pésimo día de trabajo. Me duele la espalda y el cuello.
negativo|El ajedrez es malo para la salud, es un vicio que te enferma la mente.
negativo|Programar en Java es malo para la salud, es un vicio que te enferma la mente.
negativo|No me gusta ese carro wtf
negativo|El paisaje es horrible.
negativo|Me siento cansado y no se que hacer xp
negativo|¡El no es mi amigo!, sólo se está aprovechando de mi.
negativo|Perdimos el campeonato mundial.  Me siento terrible :(
negativo|¿Quieres comer algo? :(
negativo|La comPUtadoRa no funciona #UnAsco
negativo|NetBeans no funciona en mi computadora #UnAsco
positivo|mas unidos que nunca @rossy
negativo|horribleeee 123 no me gusta
negativo|no vale $ la pena esto !!!
positivo|java es el mejor lenguaje de programación
positivo|java es un buen lenguaje para aprender a programar
negativo|es muy difícil programar en Java
negativo|programar en java es un asco
positivo|programar en java es lo mejor que te puede suceder
negativo|java es un lenguaje de programación que no sirve para nada
negativo|por favor ayúdame con mi tarea de programación, necesito simular un cajero automático con transacción﻿
positivo|quiero aprender sobre modularización y abstracción y la utilizacion de diferentes clases haciendo reeferencia a objetos.
negativo|Al compilar me genera un error...!!!! ya no se que hacer con esto Que está mal????????????
positivo|quiero aprender sobre programación orientada a objetos con bluej
positivo|Me encanto tu comentario sobre Visual Basic, fue brutalmente honesto, gracias!!!
﻿
